date,location,new_cases,new_deaths,total_cases,total_deaths
2020-03-01,Norway,9,,15,
2020-03-02,Norway,4,,19,
2020-03-03,Norway,6,,25,
2020-03-04,Norway,7,,32,
2020-03-05,Norway,24,,56,
2020-03-06,Norway,30,,86,
2020-03-07,Norway,27,,113,
2020-03-08,Norway,34,,147,
2020-03-09,Norway,22,,169,
2020-03-10,Norway,23,,192,
2020-03-11,Norway,85,,277,
2020-03-12,Norway,212,,489,
2020-03-13,Norway,0,,489,1
2020-03-14,Norway,261,0,750,1
2020-03-15,Norway,157,0,907,1
2020-03-16,Norway,170,0,1077,1
2020-03-09,Paraguay,,,1,
2020-03-10,Paraguay,0,,1,
2020-03-11,Paraguay,4,,5,
2020-03-12,Paraguay,0,,5,
2020-03-13,Paraguay,0,,5,
2020-03-14,Paraguay,1,,6,
2020-03-15,Paraguay,0,,6,
2020-03-16,Paraguay,2,,8,

2020-01-30,Philippines,,,1,
2020-01-31,Philippines,0,,1,
2020-02-01,Philippines,0,,1,
2020-02-02,Philippines,1,,2,1
2020-02-03,Philippines,0,0,2,1
2020-02-04,Philippines,0,0,2,1
2020-02-05,Philippines,1,0,3,1
2020-02-06,Philippines,0,0,3,1
2020-02-07,Philippines,0,0,3,1
2020-02-08,Philippines,0,0,3,1
2020-02-09,Philippines,0,0,3,1
2020-02-10,Philippines,0,0,3,1
2020-02-11,Philippines,0,0,3,1
2020-02-12,Philippines,0,0,3,1
2020-02-13,Philippines,0,0,3,1
2020-02-14,Philippines,0,0,3,1
2020-02-15,Philippines,0,0,3,1
2020-02-16,Philippines,0,0,3,1
2020-02-17,Philippines,0,0,3,1
2020-02-18,Philippines,0,0,3,1
2020-02-19,Philippines,0,0,3,1
2020-02-20,Philippines,0,0,3,1
2020-02-21,Philippines,0,0,3,1
2020-02-22,Philippines,0,0,3,1
2020-02-23,Philippines,0,0,3,1
2020-02-24,Philippines,0,0,3,1
2020-02-25,Philippines,0,0,3,1
2020-02-26,Philippines,0,0,3,1
2020-02-27,Philippines,0,0,3,1
2020-02-28,Philippines,0,0,3,1
2020-02-29,Philippines,0,0,3,1
2020-03-01,Philippines,0,0,3,1
2020-03-02,Philippines,0,0,3,1
2020-03-03,Philippines,0,0,3,1
2020-03-04,Philippines,0,0,3,1
2020-03-05,Philippines,0,0,3,1
2020-03-06,Philippines,2,0,5,1
2020-03-07,Philippines,0,0,5,1
2020-03-08,Philippines,1,0,6,1
2020-03-09,Philippines,4,0,10,1
2020-03-10,Philippines,23,0,33,1
2020-03-11,Philippines,16,0,49,1
2020-03-12,Philippines,3,1,52,2
2020-03-13,Philippines,0,0,52,2
2020-03-14,Philippines,12,0,64,2
2020-03-15,Philippines,47,4,111,6
2020-03-16,Philippines,29,6,140,12
2020-03-03,Portugal,,,2,
2020-03-04,Portugal,0,,2,
2020-03-05,Portugal,5,,7,
2020-03-06,Portugal,2,,9,
2020-03-07,Portugal,4,,13,
2020-03-08,Portugal,8,,21,
2020-03-09,Portugal,9,,30,
2020-03-10,Portugal,0,,30,
2020-03-11,Portugal,11,,41,
2020-03-12,Portugal,0,,41,
2020-03-13,Portugal,0,,41,
2020-03-14,Portugal,71,,112,
2020-03-15,Portugal,0,,112,
2020-03-16,Portugal,133,,245,
2020-01-21,South Korea,,,1,
2020-01-22,South Korea,0,,1,
2020-01-23,South Korea,0,,1,
2020-01-24,South Korea,1,,2,
2020-01-25,South Korea,0,,2,
2020-01-26,South Korea,0,,2,
2020-01-27,South Korea,2,,4,
2020-01-28,South Korea,0,,4,
2020-01-29,South Korea,0,,4,
2020-01-30,South Korea,0,,4,
2020-01-31,South Korea,7,,11,
2020-02-01,South Korea,1,,12,
2020-02-02,South Korea,3,,15,
2020-02-03,South Korea,0,,15,
2020-02-04,South Korea,1,,16,
2020-02-05,South Korea,2,,18,
2020-02-06,South Korea,5,,23,
2020-02-07,South Korea,1,,24,
2020-02-08,South Korea,0,,24,
2020-02-09,South Korea,3,,27,
2020-02-10,South Korea,0,,27,
2020-02-11,South Korea,1,,28,
2020-02-12,South Korea,0,,28,
2020-02-13,South Korea,0,,28,
2020-02-14,South Korea,0,,28,
2020-02-15,South Korea,0,,28,
2020-02-16,South Korea,1,,29,
2020-02-17,South Korea,1,,30,
2020-02-18,South Korea,1,,31,
2020-02-19,South Korea,20,,51,
2020-02-20,South Korea,53,,104,1
2020-02-21,South Korea,100,0,204,1
2020-02-22,South Korea,142,1,346,2
2020-02-23,South Korea,256,3,602,5
2020-02-24,South Korea,161,2,763,7
2020-02-25,South Korea,214,3,977,10
2020-02-26,South Korea,284,2,1261,12
2020-02-27,South Korea,505,1,1766,13
2020-02-28,South Korea,571,0,2337,13
2020-02-29,South Korea,813,4,3150,17
2020-03-01,South Korea,586,1,3736,18
2020-03-02,South Korea,476,4,4212,22
2020-03-03,South Korea,600,6,4812,28
2020-03-04,South Korea,516,4,5328,32
2020-03-05,South Korea,438,3,5766,35
2020-03-06,South Korea,518,7,6284,42
2020-03-07,South Korea,483,2,6767,44
2020-03-08,South Korea,367,6,7134,50
2020-03-09,South Korea,248,1,7382,51
2020-03-10,South Korea,131,3,7513,54
2020-03-11,South Korea,242,6,7755,60
2020-03-12,South Korea,114,6,7869,66
2020-03-13,South Korea,110,0,7979,66
2020-03-14,South Korea,107,6,8086,72
2020-03-15,South Korea,76,3,8162,75
2020-03-16,South Korea,74,0,8236,75
2020-02-01,Spain,,,1,
2020-02-02,Spain,0,,1,
2020-02-03,Spain,0,,1,
2020-02-04,Spain,0,,1,
2020-02-05,Spain,0,,1,
2020-02-06,Spain,0,,1,
2020-02-07,Spain,0,,1,
2020-02-08,Spain,0,,1,
2020-02-09,Spain,0,,1,
2020-02-10,Spain,1,,2,
2020-02-11,Spain,0,,2,
2020-02-12,Spain,0,,2,
2020-02-13,Spain,0,,2,
2020-02-14,Spain,0,,2,
2020-02-15,Spain,0,,2,
2020-02-16,Spain,0,,2,
2020-02-17,Spain,0,,2,
2020-02-18,Spain,0,,2,
2020-02-19,Spain,0,,2,
2020-02-20,Spain,0,,2,
2020-02-21,Spain,0,,2,
2020-02-22,Spain,0,,2,
2020-02-23,Spain,0,,2,
2020-02-24,Spain,0,,2,
2020-02-25,Spain,0,,2,
2020-02-26,Spain,0,,2,
2020-02-27,Spain,10,,12,
2020-02-28,Spain,13,,25,
2020-02-29,Spain,7,,32,
2020-03-01,Spain,13,,45,
2020-03-02,Spain,0,,45,
2020-03-03,Spain,69,,114,
2020-03-04,Spain,37,,151,
2020-03-05,Spain,47,,198,1
2020-03-06,Spain,59,2,257,3
2020-03-07,Spain,117,2,374,5
2020-03-08,Spain,56,0,430,5
2020-03-09,Spain,159,5,589,10
2020-03-10,Spain,435,18,1024,28
2020-03-11,Spain,615,8,1639,36
2020-03-12,Spain,501,12,2140,48
2020-03-13,Spain,825,36,2965,84
2020-03-14,Spain,1266,36,4231,120
2020-03-15,Spain,1522,16,5753,136
2020-03-16,Spain,2000,152,7753,288
2020-02-01,Sweden,,,1,
2020-02-02,Sweden,0,,1,
2020-02-03,Sweden,0,,1,
2020-02-04,Sweden,0,,1,
2020-02-05,Sweden,0,,1,
2020-02-06,Sweden,0,,1,
2020-02-07,Sweden,0,,1,
2020-02-08,Sweden,0,,1,
2020-02-09,Sweden,0,,1,
2020-02-10,Sweden,0,,1,
2020-02-11,Sweden,0,,1,
2020-02-12,Sweden,0,,1,
2020-02-13,Sweden,0,,1,
2020-02-14,Sweden,0,,1,
2020-02-15,Sweden,0,,1,
2020-02-16,Sweden,0,,1,
2020-02-17,Sweden,0,,1,
2020-02-18,Sweden,0,,1,
2020-02-19,Sweden,0,,1,
2020-02-20,Sweden,0,,1,
2020-02-21,Sweden,0,,1,
2020-02-22,Sweden,0,,1,
2020-02-23,Sweden,0,,1,
2020-02-24,Sweden,0,,1,
2020-02-25,Sweden,0,,1,
2020-02-26,Sweden,0,,1,
2020-02-27,Sweden,1,,2,
2020-02-28,Sweden,5,,7,
2020-02-29,Sweden,5,,12,
2020-03-01,Sweden,1,,13,
2020-03-02,Sweden,1,,14,
2020-03-03,Sweden,1,,15,
2020-03-04,Sweden,9,,24,
2020-03-05,Sweden,11,,35,
2020-03-06,Sweden,26,,61,
2020-03-07,Sweden,76,,137,
2020-03-08,Sweden,24,,161,
2020-03-09,Sweden,42,,203,
2020-03-10,Sweden,45,,248,
2020-03-11,Sweden,78,,326,
2020-03-12,Sweden,135,,461,
2020-03-13,Sweden,159,,620,
2020-03-14,Sweden,155,,775,
2020-03-15,Sweden,149,,924,
2020-03-16,Sweden,68,,992,3
2020-02-26,Switzerland,,,1,
2020-02-27,Switzerland,0,,1,
2020-02-28,Switzerland,5,,6,
2020-02-29,Switzerland,4,,10,
2020-03-01,Switzerland,8,,18,
2020-03-02,Switzerland,6,,24,
2020-03-03,Switzerland,6,,30,
2020-03-04,Switzerland,7,,37,
2020-03-05,Switzerland,19,,56,
2020-03-06,Switzerland,30,,86,1
2020-03-07,Switzerland,123,0,209,1
2020-03-08,Switzerland,55,1,264,2
2020-03-09,Switzerland,68,0,332,2
2020-03-10,Switzerland,0,0,332,2
2020-03-11,Switzerland,159,1,491,3
2020-03-12,Switzerland,154,1,645,4
2020-03-13,Switzerland,213,2,858,6
2020-03-14,Switzerland,267,0,1125,6
2020-03-15,Switzerland,234,5,1359,11
2020-03-16,Switzerland,841,2,2200,13
2020-01-21,Thailand,,,2,
2020-01-22,Thailand,0,,2,
2020-01-23,Thailand,2,,4,
2020-01-24,Thailand,0,,4,
2020-01-25,Thailand,0,,4,
2020-01-26,Thailand,1,,5,
2020-01-27,Thailand,0,,5,
2020-01-28,Thailand,9,,14,
2020-01-29,Thailand,0,,14,
2020-01-30,Thailand,0,,14,
2020-01-31,Thailand,0,,14,
2020-02-01,Thailand,5,,19,
2020-02-02,Thailand,0,,19,
2020-02-03,Thailand,0,,19,
2020-02-04,Thailand,0,,19,
2020-02-05,Thailand,6,,25,
2020-02-06,Thailand,0,,25,
2020-02-07,Thailand,0,,25,
2020-02-08,Thailand,7,,32,
2020-02-09,Thailand,0,,32,
2020-02-10,Thailand,0,,32,
2020-02-11,Thailand,1,,33,
2020-02-12,Thailand,0,,33,
2020-02-13,Thailand,0,,33,
2020-02-14,Thailand,0,,33,
2020-02-15,Thailand,1,,34,
2020-02-16,Thailand,0,,34,
2020-02-17,Thailand,1,,35,
2020-02-18,Thailand,0,,35,
2020-02-19,Thailand,0,,35,
2020-02-20,Thailand,0,,35,
2020-02-21,Thailand,0,,35,
2020-02-22,Thailand,0,,35,
2020-02-23,Thailand,0,,35,
2020-02-24,Thailand,0,,35,
2020-02-25,Thailand,2,,37,
2020-02-26,Thailand,3,,40,
2020-02-27,Thailand,0,,40,
2020-02-28,Thailand,0,,40,
2020-02-29,Thailand,2,,42,
2020-03-01,Thailand,0,,42,
2020-03-02,Thailand,0,,42,1
2020-03-03,Thailand,1,0,43,1
2020-03-04,Thailand,0,0,43,1
2020-03-05,Thailand,4,0,47,1
2020-03-06,Thailand,0,0,47,1
2020-03-07,Thailand,1,0,48,1
2020-03-08,Thailand,2,0,50,1
2020-03-09,Thailand,0,0,50,1
2020-03-10,Thailand,3,0,53,1
2020-03-11,Thailand,6,0,59,1
2020-03-12,Thailand,11,0,70,1
2020-03-13,Thailand,5,0,75,1
2020-03-14,Thailand,0,0,75,1
2020-03-15,Thailand,0,0,75,1
2020-03-16,Thailand,39,0,114,1
2020-02-01,United Kingdom,,,2,
2020-02-02,United Kingdom,0,,2,
2020-02-03,United Kingdom,0,,2,
2020-02-04,United Kingdom,0,,2,
2020-02-05,United Kingdom,0,,2,
2020-02-06,United Kingdom,0,,2,
2020-02-07,United Kingdom,1,,3,
2020-02-08,United Kingdom,0,,3,
2020-02-09,United Kingdom,0,,3,
2020-02-10,United Kingdom,1,,4,
2020-02-11,United Kingdom,4,,8,
2020-02-12,United Kingdom,0,,8,
2020-02-13,United Kingdom,1,,9,
2020-02-14,United Kingdom,0,,9,
2020-02-15,United Kingdom,0,,9,
2020-02-16,United Kingdom,0,,9,
2020-02-17,United Kingdom,0,,9,
2020-02-18,United Kingdom,0,,9,
2020-02-19,United Kingdom,0,,9,
2020-02-20,United Kingdom,0,,9,
2020-02-21,United Kingdom,0,,9,
2020-02-22,United Kingdom,0,,9,
2020-02-23,United Kingdom,0,,9,
2020-02-24,United Kingdom,0,,9,
2020-02-25,United Kingdom,4,,13,
2020-02-26,United Kingdom,0,,13,
2020-02-27,United Kingdom,0,,13,
2020-02-28,United Kingdom,3,,16,
2020-02-29,United Kingdom,4,,20,
2020-03-01,United Kingdom,3,,23,
2020-03-02,United Kingdom,13,,36,
2020-03-03,United Kingdom,3,,39,
2020-03-04,United Kingdom,12,,51,
2020-03-05,United Kingdom,38,,89,
2020-03-06,United Kingdom,29,,118,
2020-03-07,United Kingdom,49,,167,1
2020-03-08,United Kingdom,43,1,210,2
2020-03-09,United Kingdom,67,0,277,2
2020-03-10,United Kingdom,46,1,323,3
2020-03-11,United Kingdom,50,3,373,6
2020-03-12,United Kingdom,87,0,460,6
2020-03-13,United Kingdom,134,2,594,8
2020-03-14,United Kingdom,208,2,802,10
2020-03-15,United Kingdom,342,11,1144,21
2020-03-16,United Kingdom,251,14,1395,35
2020-01-23,United States,,,1,
2020-01-24,United States,0,,1,
2020-01-25,United States,1,,2,
2020-01-26,United States,0,,2,
2020-01-27,United States,3,,5,
2020-01-28,United States,0,,5,
2020-01-29,United States,0,,5,
2020-01-30,United States,0,,5,
2020-01-31,United States,1,,6,
2020-02-01,United States,1,,7,
2020-02-02,United States,1,,8,
2020-02-03,United States,3,,11,
2020-02-04,United States,0,,11,
2020-02-05,United States,0,,11,
2020-02-06,United States,1,,12,
2020-02-07,United States,0,,12,
2020-02-08,United States,0,,12,
2020-02-09,United States,0,,12,
2020-02-10,United States,0,,12,
2020-02-11,United States,1,,13,
2020-02-12,United States,0,,13,
2020-02-13,United States,1,,14,
2020-02-14,United States,1,,15,
2020-02-15,United States,0,,15,
2020-02-16,United States,0,,15,
2020-02-17,United States,0,,15,
2020-02-18,United States,0,,15,
2020-02-19,United States,0,,15,
2020-02-20,United States,0,,15,
2020-02-21,United States,0,,15,
2020-02-22,United States,20,,35,
2020-02-23,United States,0,,35,
2020-02-24,United States,0,,35,
2020-02-25,United States,18,,53,
2020-02-26,United States,0,,53,
2020-02-27,United States,6,,59,
2020-02-28,United States,0,,59,
2020-02-29,United States,3,,62,
2020-03-01,United States,0,,62,
2020-03-02,United States,0,,62,
2020-03-03,United States,2,,64,2
2020-03-04,United States,44,4,108,6
2020-03-05,United States,21,3,129,9
2020-03-06,United States,19,1,148,10
2020-03-07,United States,65,1,213,11
2020-03-08,United States,0,0,213,11
2020-03-09,United States,0,0,213,11
2020-03-10,United States,259,8,472,19
2020-03-11,United States,224,6,696,25
2020-03-12,United States,291,4,987,29
2020-03-13,United States,277,7,1264,36
2020-03-14,United States,414,5,1678,41
2020-03-15,United States,0,0,1678,41
2020-03-16,United States,0,0,1678,41
2020-01-24,Vietnam,,,2,
2020-01-25,Vietnam,0,,2,
2020-01-26,Vietnam,0,,2,
2020-01-27,Vietnam,0,,2,
2020-01-28,Vietnam,0,,2,
2020-01-29,Vietnam,0,,2,
2020-01-30,Vietnam,0,,2,
2020-01-31,Vietnam,3,,5,
2020-02-01,Vietnam,1,,6,
2020-02-02,Vietnam,1,,7,
2020-02-03,Vietnam,1,,8,
2020-02-04,Vietnam,1,,9,
2020-02-05,Vietnam,1,,10,
2020-02-06,Vietnam,0,,10,
2020-02-07,Vietnam,2,,12,
2020-02-08,Vietnam,1,,13,
2020-02-09,Vietnam,1,,14,
2020-02-10,Vietnam,0,,14,
2020-02-11,Vietnam,1,,15,
2020-02-12,Vietnam,0,,15,
2020-02-13,Vietnam,1,,16,
2020-02-14,Vietnam,0,,16,
2020-02-15,Vietnam,0,,16,
2020-02-16,Vietnam,0,,16,
2020-02-17,Vietnam,0,,16,
2020-02-18,Vietnam,0,,16,
2020-02-19,Vietnam,0,,16,
2020-02-20,Vietnam,0,,16,
2020-02-21,Vietnam,0,,16,
2020-02-22,Vietnam,0,,16,
2020-02-23,Vietnam,0,,16,
2020-02-24,Vietnam,0,,16,
2020-02-25,Vietnam,0,,16,
2020-02-26,Vietnam,0,,16,
2020-02-27,Vietnam,0,,16,
2020-02-28,Vietnam,0,,16,
2020-02-29,Vietnam,0,,16,
2020-03-01,Vietnam,0,,16,
2020-03-02,Vietnam,0,,16,
2020-03-03,Vietnam,0,,16,
2020-03-04,Vietnam,0,,16,
2020-03-05,Vietnam,0,,16,
2020-03-06,Vietnam,0,,16,
2020-03-07,Vietnam,1,,17,
2020-03-08,Vietnam,4,,21,
2020-03-09,Vietnam,9,,30,
2020-03-10,Vietnam,1,,31,
2020-03-11,Vietnam,4,,35,
2020-03-12,Vietnam,4,,39,
2020-03-13,Vietnam,0,,39,
2020-03-14,Vietnam,9,,48,
2020-03-15,Vietnam,5,,53,
2020-03-16,Vietnam,4,,57,
2020-01-21,World,0,0,282,6
2020-01-22,World,32,0,314,6
2020-01-23,World,266,11,581,17
2020-01-24,World,262,8,846,25
2020-01-25,World,467,16,1320,41
2020-01-26,World,691,15,2014,56
2020-01-27,World,783,24,2798,80
2020-01-28,World,1792,26,4593,106
2020-01-29,World,1468,26,6065,132
2020-01-30,World,1750,38,7818,170
2020-01-31,World,2006,43,9826,213
2020-02-01,World,2121,46,11953,259
2020-02-02,World,2604,45,14557,305
2020-02-03,World,2834,57,17391,362
2020-02-04,World,3239,64,20630,426
2020-02-05,World,3913,66,24544,492
2020-02-06,World,3712,73,28276,565
2020-02-07,World,3205,73,31481,638
2020-02-08,World,3405,86,34886,724
2020-02-09,World,2672,89,37558,813
2020-02-10,World,2996,97,40554,910
2020-02-11,World,2549,108,43103,1018
2020-02-12,World,2068,97,45171,1115
2020-02-13,World,1826,254,46997,1369
2020-02-14,World,2056,13,49053,1383
2020-02-15,World,1526,143,50580,1526
2020-02-16,World,1277,142,51857,1669
2020-02-17,World,19572,106,71429,1775
2020-02-18,World,1903,98,73332,1873
2020-02-19,World,1872,136,75204,2009
2020-02-20,World,542,115,75748,2129
2020-02-21,World,1021,118,76769,2247
2020-02-22,World,1023,112,77794,2359
2020-02-23,World,1017,102,78811,2463
2020-02-24,World,517,155,79331,2618
2020-02-25,World,896,82,80239,2700
2020-02-26,World,864,62,81109,2762
2020-02-27,World,1175,42,82294,2804
2020-02-28,World,1353,54,83652,2858
2020-02-29,World,1748,66,85403,2924
2020-03-01,World,1727,53,87137,2977
2020-03-02,World,1801,64,88948,3043
2020-03-03,World,1912,67,90869,3112
2020-03-04,World,2217,86,93090,3198
2020-03-05,World,2220,79,95324,3280
2020-03-06,World,2864,99,98192,3380
2020-03-07,World,3730,104,101927,3486
2020-03-08,World,3644,96,105592,3584
2020-03-09,World,3979,224,109577,3809
2020-03-10,World,4119,201,113702,4012
2020-03-11,World,4611,275,118319,4292
2020-03-12,World,6936,317,125260,4613
2020-03-13,World,7488,338,132758,4956
2020-03-14,World,9766,434,142539,5393
2020-03-15,World,10968,343,153523,5736
2020-03-16,World,13968,855,167502,6603
